ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,Product Name,Category,Subcategory,Price,Date_Purchase,Quantity,Rating,Comment
1321,Matthew Kaiser,150,F,New Mariahaven,San Marino,5447395836502439,"1353 Regina Rapid Apt. 531, North Tiffany, FM 87211",2022-08-31,2023-08-09,Active,12,High Value,East Shawnport,Paid Ads,2023-08-23,Monthly,ChairPlus,Furniture,Chair,-28,2023-05-03,3,6,Itself enjoy network skill.
1322,Tracy Kirk,150,F,Ruthhaven,Andorra,2720353121279861,"USS Ayala, FPO AE 40221",2023-04-28,2023-08-01,Active,2,Occasional Shopper,Thompsonchester,Organic Search,2023-08-23,Monthly,The Art of Non-fiction,Books,Non-fiction,-96,2023-04-26,4,2,Mean other practice involve region industry theory.
1323,Jennifer Mendoza,1,F,West Johnfurt,Latvia,5312522899429026,"3681 Patrick Skyway, Markburgh, NV 42169",2022-04-03,2022-07-01,Churned,11,High Value,Brittanybury,Paid Ads,2022-08-15,Rarely,SofaDeluxe,Furniture,Sofa,-46,2020-11-04,2,2,Environment issue subject trial figure.
1324,Robert White,2,M,Tannerport,Norway,2720964990919617,"986 Jones Trafficway, Samanthaville, PR 14917",2022-08-14,2023-07-06,Active,10,Frequent Shopper,Youngfurt,Paid Ads,2023-08-09,Yearly,BeveragesBurst,Grocery,Beverages,868,2021-05-05,2,1,Consumer production be else pick field bank.
1325,Robert Bullock,99,M,West Philip,Uganda,2280165841253063,"97934 Patel Loop, Ashleytown, ME 91760",2023-06-15,2023-07-24,Active,9,Frequent Shopper,Port Hannah,Organic Search,2023-08-06,Yearly,SpeakerPro,Electronics,Speaker,-56,2022-08-31,-3,2,Site young risk since under safe total whole.
1326,Mary Parsons,150,F,Martinezview,Jamaica,2246318958674448,"USNV Gibbs, FPO AA 48996",2021-09-10,2022-08-15,Churned,1,Occasional Shopper,Mcleanmouth,Organic Search,2022-12-11,Rarely,ChairDeluxe,Furniture,Chair,330,2023-05-12,0,6,System option news long up.
1327,David Shepherd,48,M,Myerstown,Belarus,2605633494843785,"1392 Griffin Lane Apt. 633, Collinsport, HI 42819",2022-02-06,2023-07-18,Active,8,Frequent Shopper,Carrillobury,Referral,2023-08-16,Yearly,MegaPhone,Electronics,Phone,-8,2023-02-10,-3,6,Put growth until fact this clearly.
1328,Robert Collins,1,F,Port David,Cameroon,2277218732563408,"851 Michael Passage, South Lisafurt, ME 71199",2022-05-30,2023-07-05,Active,11,High Value,Maureenmouth,Referral,2023-07-14,Yearly,LaptopPro,Electronics,Laptop,438,2022-11-20,5,5,Family mean cost travel.
1329,Ellen Hill,150,M,West Cathyberg,Cyprus,2695440343044214,"74700 Janet Mountain, Port Lisa, FL 54628",2022-10-22,2022-11-21,Churned,1,Occasional Shopper,New Walterhaven,Organic Search,2022-12-15,Yearly,ProPants,Clothing,Pants,-37,2022-06-30,5,3,Investment prevent meeting Congress lawyer.
1330,Makayla Kim,82,M,Toddberg,Italy,2293763930592519,"829 Sean Station, Mcgeemouth, KY 64539",2022-08-01,2022-08-27,Churned,1,Occasional Shopper,West William,Organic Search,2022-10-02,Yearly,PantsWear,Clothing,Pants,-48,2021-08-03,5,1,Address probably myself Mr stock visit.
1331,Crystal Mcdonald,0,F,Lewisfurt,Togo,2241799800413710,"06701 Jacqueline Circles Suite 807, Maryshire, DC 80572",2023-05-01,2023-08-10,Active,13,High Value,Michaelberg,Organic Search,2023-08-22,Monthly,FreshSnacks,Grocery,Snacks,39,2022-05-15,9,-1,Military business necessary why see try article.
1332,Christian Gordon,-1,F,Medinamouth,Burkina Faso,2238789075849461,"9851 Lynn Wells Apt. 754, Lake Heatherside, MO 05260",2022-04-20,2023-02-23,Churned,14,High Value,North Alexishaven,Organic Search,2023-06-01,Yearly,VegetablesBurst,Grocery,Vegetables,-67,2022-01-24,-4,1,Together best alone now trip.
1333,Hannah Maddox,-1,M,South Joshuahaven,Brunei Darussalam,2283623949925336,"62329 Connie Shore, Lake Calebmouth, PW 52646",2021-12-28,2022-08-01,Churned,3,Occasional Shopper,Anthonymouth,Paid Ads,2023-03-05,Rarely,PhoneMaster,Electronics,Phone,133,2021-04-30,8,5,Executive fine key age science begin wait.
1334,Debra Hicks,150,M,Lindseymouth,Liechtenstein,2255828894711953,"4010 Brooks Lane Suite 305, New Sharonland, OK 68261",2023-04-26,2023-08-17,Active,14,High Value,Barrettshire,Organic Search,2023-08-20,Monthly,SnacksBurst,Grocery,Snacks,-60,2020-09-20,6,3,Often manager easy response.
1335,William Ellis,150,F,New Marktown,Guatemala,2242467988588898,"195 Amy Street Suite 665, West Ericaborough, WY 19037",2022-03-15,2022-11-09,Churned,8,Frequent Shopper,Josephfort,Paid Ads,2022-11-13,Yearly,TastyBeverages,Grocery,Beverages,266,2020-09-09,1,5,Nation writer address huge method together task.
1336,Lucas Jones,-1,F,Lewishaven,Australia,2613727802124936,"484 Nancy Bypass Suite 979, New Mary, PW 89812",2021-10-22,2023-02-08,Churned,5,Occasional Shopper,Toddshire,Paid Ads,2023-06-29,Yearly,ChairDeluxe,Furniture,Chair,92,2023-08-20,0,1,Word herself walk free particular year it.
1337,Jeff Forbes,-3,F,Woodsshire,Italy,2716914807546968,"9717 Clinton Road Suite 745, East Jennifer, LA 61663",2022-08-09,2023-02-28,Churned,3,Occasional Shopper,West Sharon,Referral,2023-04-15,Yearly,ProJacket,Clothing,Jacket,886,2022-08-16,0,2,Plant man benefit.
1338,Gregg Dickson,150,M,East Donald,Paraguay,5384390674870878,"PSC 3819, Box 9212, APO AE 68059",2022-01-03,2022-01-03,Churned,12,High Value,Alexandermouth,Organic Search,2022-07-11,Rarely,ComfortSofa,Furniture,Sofa,212,2021-05-18,8,1,Soon leave example food option else respond.
1339,David Williams,81,F,Josephshire,Vietnam,2720566596778998,"1661 Price Field, New Daleport, LA 30443",2023-02-05,2023-05-21,Churned,12,High Value,Lake Tina,Organic Search,2023-05-25,Yearly,EducationalGuide,Books,Educational,829,2021-10-16,-2,4,Concern as hotel Mr news book chair similar.
1340,Emma Chambers,3,F,Hamiltonfort,Egypt,2222387716235469,"69929 Snyder Place Suite 500, Masseystad, AZ 72122",2023-08-13,2023-08-24,Active,8,Frequent Shopper,South Hannah,Paid Ads,2023-08-24,Monthly,,Clothing,Jacket,181,2022-12-13,5,5,Decision need big ten morning.
1341,John Allen,-1,F,Ronaldport,Bhutan,2286823090080447,"100 Hodges Mall Suite 193, Erinfort, VT 70180",2021-12-22,2023-05-08,Churned,1,Occasional Shopper,Gomezbury,Organic Search,2023-05-10,Yearly,ComfortTable,Furniture,Table,-92,2023-06-22,9,4,Lose conference indicate store thus agency.
1342,Joshua Shepherd,150,F,Wheelerfort,Cape Verde,2249616196386452,"USCGC Baker, FPO AE 47368",2021-08-30,2023-07-26,Active,9,Frequent Shopper,South Allenberg,Paid Ads,2023-07-30,Yearly,TastyVegetables,Grocery,Vegetables,-98,2023-04-04,-2,1,Today anyone one if plan teach production.
1343,Robert Holmes,150,M,Ballland,Italy,2226693070835620,"0307 Cheryl Mountain, Pratthaven, LA 76935",2022-02-14,2023-03-30,Churned,2,Occasional Shopper,Heatherbury,Referral,2023-07-01,Yearly,TableDeluxe,Furniture,Table,-97,2021-12-30,6,6,Yet east TV week who.
1344,Jeffrey Jones,91,F,Munozview,Turkmenistan,2370315530884188,"598 Alice Corner, Port Tara, OH 59842",2023-06-13,2023-08-02,Active,10,Frequent Shopper,Rojasfort,Referral,2023-08-08,Monthly,SofaPlus,Furniture,Sofa,101,2022-04-16,-1,6,Social lose gun understand build to.
1345,Daniel Gonzalez,97,M,Sanchezstad,Lesotho,5200489359937614,"76650 Griffin Extension, South William, MS 13065",2021-09-21,2022-11-13,Churned,4,Occasional Shopper,Port Paulaborough,Organic Search,2023-01-16,Yearly,Non-fictionTales,Books,Non-fiction,516,2020-12-23,5,-1,Run wife win cause responsibility study week.
1346,Brenda Gill,5,M,Port Miranda,Haiti,5476217168846818,"406 Aaron Fords Suite 930, East Erica, OR 61761",2022-10-14,2023-07-22,Active,2,Occasional Shopper,Richardmouth,Paid Ads,2023-08-06,Yearly,FictionGuide,Books,Fiction,-43,2023-03-08,4,4,Amount big dinner dream scene environmental none.
1347,Samuel Ramirez,150,F,Danielfort,India,2285934250594928,"Unit 7317 Box 5772, DPO AP 94453",2022-07-10,2023-06-05,Active,14,High Value,East Michelefurt,Organic Search,2023-08-09,Yearly,VegetablesBurst,Grocery,Vegetables,-19,2021-04-22,-4,5,Everybody culture area reason.
1348,Julie Underwood,150,M,Wilsonbury,South Georgia and the South Sandwich Islands,2365454702094040,"6684 Cantrell Point, Tuckerborough, IA 83095",2022-04-11,2023-05-06,Churned,8,Frequent Shopper,Stephenview,Referral,2023-06-25,Yearly,ProPants,Clothing,Pants,712,2023-04-30,8,6,Economic ground animal staff hospital agreement suggest.
1349,Christine Patterson,-1,M,Port Michaelhaven,French Polynesia,2653681478668653,"405 Powell Village, Yubury, MT 28820",2022-12-30,2023-07-14,Active,4,Occasional Shopper,Courtneystad,Referral,2023-07-17,Yearly,LaptopPro,Electronics,Laptop,-18,2020-09-28,0,3,Spring hand remember right kid cold good.
1350,Michael Alvarez,150,M,Port Mirandaberg,British Virgin Islands,2668704662036579,"USNS Barron, FPO AA 37001",2021-09-20,2022-02-22,Churned,1,Occasional Shopper,Port Crystaltown,Referral,2022-07-15,Rarely,Non-fictionFits,Books,Non-fiction,-69,2022-05-03,-2,3,Kid view worry and ok raise call.
1351,Richard Clarke,150,F,Wilsonville,Togo,2255824137546744,"7159 Tyler Cove Apt. 455, West Deborahview, MT 26892",2023-08-25,2023-08-25,Active,4,Occasional Shopper,New Cherylhaven,Paid Ads,2023-08-25,Monthly,FictionTales,Books,Fiction,589,2020-09-12,1,4,Agreement open cell arm care much.
1352,Tiffany Moore,150,F,North Melissa,Saint Kitts and Nevis,2241134761428350,"72777 Hampton Inlet Apt. 587, Lisamouth, CO 50217",2023-03-22,2023-05-27,Churned,4,Occasional Shopper,Stephentown,Referral,2023-05-31,Yearly,UltraSpeaker,Electronics,Speaker,-89,2021-05-01,-4,5,For body usually.
1353,Megan Johnson,-5,F,Lake Veronica,Grenada,2251267889970353,"704 Courtney Mount Apt. 943, Leefort, VT 21319",2022-02-01,2022-05-03,Churned,14,High Value,Ericberg,Paid Ads,2022-05-26,Rarely,EducationalGuide,Books,Educational,-61,2021-11-27,4,3,Different machine read.
1354,Ashley Lewis,150,F,North Waynetown,Guernsey,2285385557867592,"3032 Brianna Square, Leeland, PR 03550",2023-05-27,2023-08-19,Active,2,Occasional Shopper,North Luis,Referral,2023-08-21,Monthly,LaptopMaster,Electronics,Laptop,-88,2022-07-06,6,6,Indeed trial determine how already dinner air.
1355,David Castillo,150,F,Gabrielhaven,Jamaica,2619392271154965,"177 Tasha Plains Apt. 311, Port Lauraside, FL 43987",2021-12-11,2023-07-02,Active,15,High Value,Lake Michael,Organic Search,2023-07-20,Yearly,ProShirt,Clothing,Shirt,18,2021-07-24,-5,-1,Time what price all modern down black site.
1356,Joseph Ward,29,F,Leport,Swaziland,5538925922479512,"386 Carpenter Plains Suite 879, Myersstad, OH 26361",2022-07-26,2022-07-27,Churned,2,Occasional Shopper,Martinezmouth,Paid Ads,2022-10-05,Rarely,SofaPlus,Furniture,Sofa,-67,2023-06-12,5,2,Star finish rather white capital.
1357,Heather Soto,-5,F,Victorfort,Martinique,2377550072638351,"PSC 0993, Box 6197, APO AE 09244",2023-05-24,2023-08-11,Active,12,High Value,New Shellymouth,Paid Ads,2023-08-18,Monthly,Non-fictionGuide,Books,Non-fiction,489,2022-03-29,9,3,Important open law like line safe build.
1358,Felicia Diaz,5,M,Lemouth,Slovenia,2317282403406174,"10147 Charles Valleys, Williamstown, AZ 59635",2023-08-06,2023-08-18,Active,4,Occasional Shopper,Walkerport,Organic Search,2023-08-24,Monthly,ComfortChair,Furniture,Chair,475,2023-03-17,-4,-1,Evening national or training.
1359,Richard Santos,-4,M,Carlyport,Western Sahara,5553260117503185,"6667 Lynch Rue Suite 965, Brooketon, IN 01329",2022-03-20,2023-03-21,Churned,11,High Value,East Todd,Paid Ads,2023-08-18,Yearly,JacketWear,Clothing,Jacket,446,2022-11-09,7,4,Others home ever cut table.
1360,Alexis Pena,49,M,North Davidburgh,Mismatched Country,2363580288034729,"0295 Trevor Gardens, East Becky, PW 15138",2023-07-25,2023-08-08,Active,13,High Value,Brendatown,Paid Ads,2023-08-10,Monthly,,Furniture,Table,232,2020-11-17,-2,3,After major capital never edge forward.
1361,Nathan Zamora,150,F,Knightside,Switzerland,5450092549609122,"59536 Smith Mills Apt. 305, Louishaven, NE 01154",2023-02-24,2023-08-21,Active,3,Occasional Shopper,East Bruce,Paid Ads,2023-08-21,Monthly,ShirtFits,Clothing,Shirt,-34,2023-04-12,7,2,Continue without anything minute suffer.
1362,Linda Miller,-5,M,Lake Keithberg,Canada,2291667686586405,"493 Ricky Land Apt. 752, Stevenberg, CO 64072",2023-02-26,2023-03-28,Churned,3,Occasional Shopper,Edwardsbury,Referral,2023-06-18,Yearly,FreshSnacks,Grocery,Snacks,382,2020-08-31,6,5,New might nor medical.
1363,Roger Murphy,80,F,North Jenniferfort,Guatemala,2251984297729805,"7231 Mary Ports, South Jacobstad, NE 96308",2021-10-02,2022-09-24,Churned,7,Frequent Shopper,South Carly,Organic Search,2023-01-11,Yearly,FreshBeverages,Grocery,Beverages,-26,2022-11-02,-2,6,Huge stop everyone food apply pressure good.
1364,Eric Smith,150,F,Kimberlyton,Malawi,2239193009363732,"29289 Williams Tunnel, Byrdmouth, AS 60735",2023-01-02,2023-03-24,Churned,12,High Value,South Troy,Referral,2023-03-26,Yearly,JacketWear,Clothing,Jacket,136,2020-11-15,-3,1,Hot agency enough such road large.
1365,Dennis Henderson,150,M,South Laura,Russian Federation,2237125564215636,"65243 Kimberly Path, Port Jessicastad, NJ 93802",2021-11-21,2022-10-07,Churned,8,Frequent Shopper,Lake Jessica,Paid Ads,2023-05-12,Yearly,Non-fictionTales,Books,Non-fiction,717,2022-04-09,-2,4,Itself listen rock sign most PM room.
1366,Amy Vega,45,F,East Arthurmouth,Suriname,2338771467183245,"58620 Frederick Wells, Lake Judith, RI 14681",2022-04-03,2023-05-01,Churned,12,High Value,Georgechester,Paid Ads,2023-05-10,Yearly,MegaLaptop,Electronics,Laptop,200,2022-09-07,-3,1,Everything situation TV.
1367,Thomas Lambert,150,M,Melissamouth,Tuvalu,2230953728198381,"92172 James River Suite 419, Brianamouth, DE 32923",2022-07-12,2023-02-27,Churned,11,High Value,North Stephanie,Paid Ads,2023-05-08,Yearly,MegaLaptop,Electronics,Laptop,866,2023-07-05,0,1,Night hospital anything sister collection.
1368,Tracy Miller,39,F,East Megan,Ecuador,2704614939617042,"4223 Jessica Parkways Suite 016, South Jessicaborough, PR 27827",2022-01-23,2023-03-04,Churned,7,Frequent Shopper,Rebeccaville,Organic Search,2023-06-09,Yearly,ShirtFits,Clothing,Shirt,-25,2023-08-18,10,-1,Late power near power wrong security scene.
1369,Alicia Martinez,63,M,South Adamport,Georgia,2275479366367969,"666 Joshua Common Suite 011, West Debramouth, SD 87925",2021-10-27,2023-02-08,Churned,3,Occasional Shopper,Lake Adammouth,Organic Search,2023-05-10,Yearly,FictionTales,Books,Fiction,-97,2022-01-23,-1,5,Summer how attack writer common whom will.
1370,Angie Crawford,1,F,Marshallhaven,Falkland Islands (Malvinas),2353746845727921,"5619 Estrada Plain Apt. 847, South Melissatown, MO 95922",2022-05-11,2022-07-18,Churned,7,Frequent Shopper,South Alison,Paid Ads,2022-08-08,Rarely,FreshVegetables,Grocery,Vegetables,-55,2021-03-21,0,6,Watch floor only small everyone.
1371,Zachary Fisher,97,M,South Coryberg,Tuvalu,2708595233093384,"63845 Mann Stravenue, South Susan, OH 15836",2023-04-06,2023-06-29,Active,1,Occasional Shopper,Hornburgh,Paid Ads,2023-07-26,Yearly,FreshBeverages,Grocery,Beverages,370,2022-11-14,10,1,Serious decade someone want training.
1372,Jillian Conner,150,F,Wardfurt,Jamaica,2282619173948631,"8196 Brent Crossing Suite 195, Troytown, IL 47448",2022-09-05,2022-10-12,Churned,3,Occasional Shopper,Keithville,Organic Search,2023-06-07,Yearly,PantsFits,Clothing,Pants,818,2023-01-25,-5,1,Democratic beat small how travel.
1373,David Fleming,4,M,Port Omarview,Guam,2543566205989106,"4869 Washington Coves, Ortegashire, AR 43663",2022-02-03,2022-10-06,Churned,9,Frequent Shopper,Lake Loganside,Referral,2023-01-01,Yearly,FreshVegetables,Grocery,Vegetables,-95,2021-05-31,8,2,Bed again prepare part life rest wonder.
1374,Jennifer Daniels,35,F,New Jacob,Serbia,5391503550470073,"786 Cathy Ville, Jessemouth, WV 16124",2022-04-08,2023-01-30,Churned,13,High Value,Santiagoview,Paid Ads,2023-06-10,Yearly,PhoneMaster,Electronics,Phone,-28,2022-04-25,6,5,Glass ok box Mrs police bad.
1375,Seth Gonzalez,77,M,Leonardtown,San Marino,5219895515596814,"8231 Kimberly Glens, Adriennebury, NM 98949",2022-05-22,2023-03-05,Churned,15,High Value,Adamshaven,Paid Ads,2023-07-01,Yearly,EducationalGuide,Books,Educational,758,2022-10-23,-3,3,Others including hard onto talk glass.
1376,Jennifer Salazar,3,M,East Hayley,Seychelles,2292040157729673,"40190 Angela Brooks Suite 799, Josephside, AZ 59528",2022-03-30,2023-06-08,Active,4,Occasional Shopper,Port Pamela,Referral,2023-08-08,Yearly,PhoneMaster,Electronics,Phone,-91,2022-06-24,6,5,Area movement mind red later.
1377,Todd Young,150,M,Port Williamport,Niue,2272429192320347,"79394 Christine Hill Apt. 233, West Gary, HI 66997",2023-06-14,2023-07-19,Active,6,Frequent Shopper,North Lauraberg,Paid Ads,2023-08-24,Yearly,Non-fictionTales,Books,Non-fiction,821,2020-12-01,7,0,Pretty painting evidence prepare.
1378,Julie Harrington,150,M,West Eric,Fiji,2262394278104167,"9693 Mitchell Street, Port Molly, CA 40567",2023-06-10,2023-07-02,Active,2,Occasional Shopper,North Sandratown,Paid Ads,2023-08-15,Yearly,FreshSnacks,Grocery,Snacks,217,2020-10-27,10,5,Grow might sign above mind officer structure.
1379,Jessica Mendez,-5,F,Martinezberg,Gibraltar,2559420275667690,"772 Jacqueline Isle, New Nicole, AZ 44914",2023-06-27,2023-07-23,Active,9,Frequent Shopper,New Robertbury,Organic Search,2023-07-28,Yearly,FreshBeverages,Grocery,Beverages,432,2020-09-24,-1,2,Physical quality above.
1380,Dawn Graham,150,F,Barronchester,Montenegro,5279797809385994,"8312 Stephanie Dam, Aaronberg, AR 06372",2022-07-24,2023-06-18,Active,5,Occasional Shopper,Mikeview,Organic Search,2023-08-02,Yearly,,Electronics,Phone,-72,2020-11-15,2,5,Design society woman thought space.
1381,Maria Harris,150,M,North Stacy,Slovakia (Slovak Republic),5111498741420567,"54444 Dean Valleys Apt. 466, Rayton, ND 35891",2023-04-26,2023-07-24,Active,12,High Value,South Jasonfurt,Organic Search,2023-08-14,Yearly,FictionTales,Books,Fiction,-43,2021-12-02,9,5,Condition once cold might.
1382,Denise Lawson,5,F,Gibsonhaven,Solomon Islands,2404582915881416,"973 Zhang Neck, Maryside, ID 66011",2023-03-30,2023-07-03,Active,3,Occasional Shopper,Stephanieton,Paid Ads,2023-07-15,Yearly,BeveragesBurst,Grocery,Beverages,-28,2021-12-19,4,1,Painting similar career director paper.
1383,Dominic Goodman,58,M,Ronaldburgh,Angola,2225978786087199,"066 Lauren Forks Apt. 260, West Denise, TN 11104",2022-07-28,2022-08-31,Churned,2,Occasional Shopper,West Sandrafort,Referral,2023-01-28,Yearly,TableDeluxe,Furniture,Table,454,2021-09-07,2,4,Public behavior become party expert alone.
1384,Isaiah Griffith,84,M,West Amandaton,Colombia,5377690763999754,"16001 Henry Island Suite 181, Reynoldsport, PA 41817",2023-07-06,2023-07-09,Active,13,High Value,Elizabethville,Paid Ads,2023-08-22,Yearly,SnacksBurst,Grocery,Snacks,308,2022-05-24,-5,1,Collection two condition service admit study hand describe.
1385,Monica Lopez,85,F,Robertsbury,Tunisia,5395660776871686,"886 Scott Isle, Kennethshire, TN 43512",2022-07-06,2023-02-18,Churned,10,Frequent Shopper,Lindaborough,Referral,2023-06-20,Yearly,ShirtFits,Clothing,Shirt,-24,2021-12-20,8,4,Of likely myself tell space as.
1386,Katie Sherman,21,F,West Robertburgh,Georgia,2233116423253128,"104 Scott Coves, Emilyfurt, AZ 82973",2022-11-29,2023-07-15,Active,7,Frequent Shopper,Georgebury,Paid Ads,2023-08-21,Yearly,SpeakerPro,Electronics,Speaker,608,2023-08-14,4,5,Right baby business dream rate left onto wind.
1387,Phillip Hill,150,F,New Brenda,Latvia,2250400410700780,"USS Martinez, FPO AE 83728",2023-02-26,2023-08-04,Active,8,Frequent Shopper,Annaton,Paid Ads,2023-08-17,Monthly,JacketWear,Clothing,Jacket,355,2020-09-19,4,1,Computer theory determine reach.
1388,Carrie Wright,10,F,Lauramouth,Hungary,2253684174649559,"935 Frank Cape Apt. 081, Ronaldville, CT 06435",2021-12-13,2023-04-02,Churned,5,Occasional Shopper,New Michelle,Referral,2023-04-06,Yearly,BeveragesBurst,Grocery,Beverages,-27,2021-10-02,-1,2,Blood personal mouth newspaper reach collection recently.
1389,Martin Quinn,150,M,Cynthiachester,Saint Vincent and the Grenadines,2636233732979807,"19128 Mccall Island Apt. 935, Jessicaside, TN 62859",2022-10-28,2022-11-28,Churned,4,Occasional Shopper,Georgeborough,Paid Ads,2023-04-22,Yearly,ProPants,Clothing,Pants,532,2020-09-26,-4,-1,Event include red follow state mention good.
1390,Mrs. Kimberly Castillo,5,M,South Spencer,Faroe Islands,2252382793267330,"178 Christine Oval Apt. 517, South Megan, CT 50887",2021-09-03,2023-05-02,Churned,13,High Value,Lake Christopher,Organic Search,2023-08-10,Yearly,FictionTales,Books,Fiction,301,2021-11-06,0,-1,Learn billion world possible nothing.
1391,Curtis Jones,150,F,Joshuamouth,North Macedonia,2268779183240474,"438 Steven Burgs, Tatetown, NV 17081",2021-10-11,2023-01-11,Churned,4,Occasional Shopper,Lake Samanthamouth,Organic Search,2023-08-02,Yearly,PantsFits,Clothing,Pants,684,2023-07-24,8,0,However front interest window not.
1392,Nathan Elliott,150,F,West Erinport,Kuwait,2720465927497529,"6797 Melanie Roads, West Alexander, ID 78472",2021-10-08,2022-08-22,Churned,2,Occasional Shopper,Williamsfort,Referral,2022-10-18,Rarely,ShirtFits,Clothing,Shirt,-14,2020-11-30,-5,6,Business magazine those policy structure later.
1393,Timothy Robinson MD,-3,F,Brianmouth,Belarus,2279663884859765,"985 Brent Ranch Apt. 682, New Amandaside, ID 83986",2022-03-31,2022-07-13,Churned,5,Occasional Shopper,Lake Megan,Paid Ads,2022-12-29,Rarely,FreshVegetables,Grocery,Vegetables,-46,2021-04-04,2,1,Doctor card particularly those everyone general role.
1394,Renee Price,22,F,Michaelview,Timor-Leste,5168345699578767,"18899 Chase Green Suite 475, New Douglas, WI 33552",2022-07-02,2022-09-14,Churned,6,Frequent Shopper,South Amber,Referral,2023-08-09,Yearly,LaptopPro,Electronics,Laptop,154,2023-05-19,-1,4,Where trouble soon great.
1395,Richard Ellis,2,M,Sethchester,Anguilla,2291876311710203,"93125 Megan Union, East Marissaland, ME 43022",2021-08-26,2023-07-26,Active,9,Frequent Shopper,East Josephview,Paid Ads,2023-08-15,Yearly,PhonePro,Electronics,Phone,-47,2022-03-12,6,5,Board prove project focus inside.
1396,Paul Wilson,0,F,Dianehaven,Dominican Republic,2459666513940437,"USNV Williams, FPO AA 27229",2023-04-01,2023-07-14,Active,7,Frequent Shopper,West Erica,Referral,2023-07-22,Yearly,SofaDeluxe,Furniture,Sofa,-15,2021-11-16,-5,2,Hope give summer.
1397,Cindy Martin,77,M,Deborahchester,Latvia,2272816117285854,"251 Duncan Unions Apt. 490, West Catherine, SC 04657",2021-09-06,2022-07-02,Churned,8,Frequent Shopper,Richardsonstad,Referral,2023-01-02,Rarely,EducationalTales,Books,Educational,-91,2022-08-19,5,3,Easy participant down bag hundred then.
1398,Shelia Hays,27,M,Lake Jodi,Nigeria,2706175923663176,"5990 Crawford Flats Suite 532, North Melissaborough, WA 83779",2021-12-10,2023-08-04,Active,1,Occasional Shopper,North Tylerton,Referral,2023-08-25,Monthly,FictionGuide,Books,Fiction,174,2023-01-14,-4,0,Practice win consider score without side well relationship.
1399,Angela Vance,150,M,Hansonshire,Vanuatu,5184282378944632,"00054 Richardson Park, Jessicaville, ID 18639",2023-05-02,2023-05-13,Churned,8,Frequent Shopper,Raymondbury,Organic Search,2023-07-02,Yearly,Non-fictionGuide,Books,Non-fiction,-54,2022-09-29,-3,1,Cultural design south magazine agree particular money.
1400,Ian Reed,150,F,South Joshua,Mismatched Country,5529103431600074,"4209 Lewis Ford, Andreaberg, UT 63107",2022-03-16,2023-06-13,Active,14,High Value,Robertfurt,Referral,2023-07-06,Yearly,,Furniture,Table,-20,2020-09-14,1,4,Official expect serve evening.
1401,Stacy Mckinney,150,F,North Steven,Mongolia,2222867772730370,"PSC 0151, Box 4828, APO AE 08776",2023-05-28,2023-07-25,Active,5,Occasional Shopper,Mendezshire,Paid Ads,2023-08-19,Yearly,VegetablesBurst,Grocery,Vegetables,-71,2021-10-14,-2,5,She not simple audience reach listen eight.
1402,Nathan Olson,150,F,Fergusonfort,Chad,2232514487029924,"9020 Thomas Pass, West Angela, TN 38141",2022-11-21,2023-06-18,Active,10,Frequent Shopper,Amberstad,Organic Search,2023-08-06,Yearly,Non-fictionTales,Books,Non-fiction,870,2020-10-08,-4,-1,History return model center hotel evidence black.
1403,Michael Hampton,5,M,North Carl,Slovenia,5586093738699327,"276 Santos Plaza Suite 005, Atkinsonview, VT 14529",2022-05-20,2023-06-02,Active,15,High Value,East Lisafurt,Organic Search,2023-08-14,Yearly,PantsFits,Clothing,Pants,-1,2020-08-29,-4,2,Focus wait fall wish see determine.
1404,Jonathan Cameron,25,M,Port Joseph,Thailand,5226057862753495,"550 Austin Burgs Suite 504, North Victoriachester, TX 06242",2023-07-07,2023-08-10,Active,14,High Value,North Ronald,Referral,2023-08-21,Monthly,LaptopPro,Electronics,Laptop,38,2022-05-20,10,5,Chair none receive later.
1405,Michelle Baldwin,3,M,New Amber,Croatia,5250044959721691,"41735 Randall Track, South Cameron, CT 29788",2022-10-03,2023-08-22,Active,11,High Value,Belindafort,Referral,2023-08-23,Monthly,The Art of Fiction,Books,Fiction,542,2023-03-05,0,-1,Rise service present state thing.
1406,Brian Ingram,150,M,Barberfurt,Palau,2269842323880432,"0056 Macias Well, New Charlesfort, LA 01904",2021-12-19,2022-12-07,Churned,5,Occasional Shopper,Lake Patricia,Paid Ads,2023-06-07,Yearly,Non-fictionTales,Books,Non-fiction,-66,2023-06-10,3,3,Inside seat yourself practice choose nation bed.
1407,John Thompson,150,F,Jamesport,San Marino,2262752144719049,"1373 Flores Harbors Suite 646, Jamesbury, NC 12450",2022-02-19,2022-05-25,Churned,13,High Value,West Kristinmouth,Paid Ads,2022-09-24,Rarely,ShirtFits,Clothing,Shirt,-83,2022-08-17,8,1,Page indeed fine lay work responsibility performance future.
1408,Janet Harvey,-3,F,North Brittany,Palestinian Territory,2282394277305233,"8525 Karen Squares, North Veronicafurt, IN 79741",2021-12-20,2022-12-02,Churned,3,Occasional Shopper,East Matthew,Paid Ads,2023-02-14,Yearly,ComfortTable,Furniture,Table,679,2023-04-12,-2,0,Group air drive need.
